Date,,0,Region
Oct 2012,Composite,390700,Ontario
Oct 2012,Single_family,425000,Ontario
Oct 2012,One_storey,335300,Ontario
Oct 2012,Two_storey,466200,Ontario
Oct 2012,Townhouse,278200,Ontario
Oct 2012,Apartment,279400,Ontario
Nov 2012,Composite,390800,Ontario
Nov 2012,Single_family,425500,Ontario
Nov 2012,One_storey,336100,Ontario
Nov 2012,Two_storey,466600,Ontario
Nov 2012,Townhouse,276600,Ontario
Nov 2012,Apartment,277700,Ontario
Dec 2012,Composite,392600,Ontario
Dec 2012,Single_family,427400,Ontario
Dec 2012,One_storey,338000,Ontario
Dec 2012,Two_storey,468500,Ontario
Dec 2012,Townhouse,278200,Ontario
Dec 2012,Apartment,278200,Ontario
Jan 2013,Composite,392700,Ontario
Jan 2013,Single_family,427600,Ontario
Jan 2013,One_storey,337700,Ontario
Jan 2013,Two_storey,469200,Ontario
Jan 2013,Townhouse,278200,Ontario
Jan 2013,Apartment,277900,Ontario
Feb 2013,Composite,393800,Ontario
Feb 2013,Single_family,428600,Ontario
Feb 2013,One_storey,338400,Ontario
Feb 2013,Two_storey,470300,Ontario
Feb 2013,Townhouse,279200,Ontario
Feb 2013,Apartment,278800,Ontario
Mar 2013,Composite,395100,Ontario
Mar 2013,Single_family,430200,Ontario
Mar 2013,One_storey,339800,Ontario
Mar 2013,Two_storey,472000,Ontario
Mar 2013,Townhouse,279900,Ontario
Mar 2013,Apartment,279000,Ontario
Apr 2013,Composite,396400,Ontario
Apr 2013,Single_family,431600,Ontario
Apr 2013,One_storey,340300,Ontario
Apr 2013,Two_storey,474000,Ontario
Apr 2013,Townhouse,280400,Ontario
Apr 2013,Apartment,279400,Ontario
May 2013,Composite,398200,Ontario
May 2013,Single_family,433200,Ontario
May 2013,One_storey,341900,Ontario
May 2013,Two_storey,475600,Ontario
May 2013,Townhouse,282500,Ontario
May 2013,Apartment,280900,Ontario
Jun 2013,Composite,399300,Ontario
Jun 2013,Single_family,434600,Ontario
Jun 2013,One_storey,343400,Ontario
Jun 2013,Two_storey,476900,Ontario
Jun 2013,Townhouse,283700,Ontario
Jun 2013,Apartment,280300,Ontario
Jul 2013,Composite,401400,Ontario
Jul 2013,Single_family,437300,Ontario
Jul 2013,One_storey,345200,Ontario
Jul 2013,Two_storey,479800,Ontario
Jul 2013,Townhouse,283800,Ontario
Jul 2013,Apartment,280300,Ontario
Aug 2013,Composite,403700,Ontario
Aug 2013,Single_family,440000,Ontario
Aug 2013,One_storey,346400,Ontario
Aug 2013,Two_storey,483200,Ontario
Aug 2013,Townhouse,283300,Ontario
Aug 2013,Apartment,281400,Ontario
Sep 2013,Composite,406300,Ontario
Sep 2013,Single_family,443000,Ontario
Sep 2013,One_storey,349800,Ontario
Sep 2013,Two_storey,486100,Ontario
Sep 2013,Townhouse,286200,Ontario
Sep 2013,Apartment,282000,Ontario
Oct 2013,Composite,409700,Ontario
Oct 2013,Single_family,446700,Ontario
Oct 2013,One_storey,352400,Ontario
Oct 2013,Two_storey,490500,Ontario
Oct 2013,Townhouse,287200,Ontario
Oct 2013,Apartment,283600,Ontario
Nov 2013,Composite,412300,Ontario
Nov 2013,Single_family,449900,Ontario
Nov 2013,One_storey,354900,Ontario
Nov 2013,Two_storey,493800,Ontario
Nov 2013,Townhouse,289800,Ontario
Nov 2013,Apartment,283700,Ontario
Dec 2013,Composite,414100,Ontario
Dec 2013,Single_family,451700,Ontario
Dec 2013,One_storey,356200,Ontario
Dec 2013,Two_storey,495900,Ontario
Dec 2013,Townhouse,291100,Ontario
Dec 2013,Apartment,284500,Ontario
Jan 2014,Composite,416400,Ontario
Jan 2014,Single_family,454300,Ontario
Jan 2014,One_storey,358100,Ontario
Jan 2014,Two_storey,499000,Ontario
Jan 2014,Townhouse,291500,Ontario
Jan 2014,Apartment,285700,Ontario
Feb 2014,Composite,418400,Ontario
Feb 2014,Single_family,456800,Ontario
Feb 2014,One_storey,359600,Ontario
Feb 2014,Two_storey,502100,Ontario
Feb 2014,Townhouse,293100,Ontario
Feb 2014,Apartment,285600,Ontario
Mar 2014,Composite,419100,Ontario
Mar 2014,Single_family,457200,Ontario
Mar 2014,One_storey,359200,Ontario
Mar 2014,Two_storey,503200,Ontario
Mar 2014,Townhouse,294300,Ontario
Mar 2014,Apartment,287000,Ontario
Apr 2014,Composite,420600,Ontario
Apr 2014,Single_family,459000,Ontario
Apr 2014,One_storey,360300,Ontario
Apr 2014,Two_storey,505300,Ontario
Apr 2014,Townhouse,295200,Ontario
Apr 2014,Apartment,287600,Ontario
May 2014,Composite,422400,Ontario
May 2014,Single_family,461300,Ontario
May 2014,One_storey,361300,Ontario
May 2014,Two_storey,508300,Ontario
May 2014,Townhouse,295700,Ontario
May 2014,Apartment,286300,Ontario
Jun 2014,Composite,425300,Ontario
Jun 2014,Single_family,464400,Ontario
Jun 2014,One_storey,364200,Ontario
Jun 2014,Two_storey,511600,Ontario
Jun 2014,Townhouse,297000,Ontario
Jun 2014,Apartment,288400,Ontario
Jul 2014,Composite,427700,Ontario
Jul 2014,Single_family,467000,Ontario
Jul 2014,One_storey,366200,Ontario
Jul 2014,Two_storey,514500,Ontario
Jul 2014,Townhouse,298800,Ontario
Jul 2014,Apartment,289900,Ontario
Aug 2014,Composite,430600,Ontario
Aug 2014,Single_family,470400,Ontario
Aug 2014,One_storey,368200,Ontario
Aug 2014,Two_storey,518500,Ontario
Aug 2014,Townhouse,301600,Ontario
Aug 2014,Apartment,290300,Ontario
Sep 2014,Composite,433100,Ontario
