Date,,0,Region
Jan 2010,Townhouse,201800,Newfoundland
Jan 2010,Apartment,160900,Newfoundland
Feb 2010,Composite,213000,Newfoundland
Feb 2010,Single_family,214000,Newfoundland
Feb 2010,One_storey,194000,Newfoundland
Feb 2010,Two_storey,243600,Newfoundland
Feb 2010,Townhouse,203200,Newfoundland
Feb 2010,Apartment,163500,Newfoundland
Mar 2010,Composite,215200,Newfoundland
Mar 2010,Single_family,216100,Newfoundland
Mar 2010,One_storey,196100,Newfoundland
Mar 2010,Two_storey,245900,Newfoundland
Mar 2010,Townhouse,207200,Newfoundland
Mar 2010,Apartment,168500,Newfoundland
Apr 2010,Composite,217300,Newfoundland
Apr 2010,Single_family,218100,Newfoundland
Apr 2010,One_storey,198400,Newfoundland
Apr 2010,Two_storey,247700,Newfoundland
Apr 2010,Townhouse,208900,Newfoundland
Apr 2010,Apartment,182700,Newfoundland
May 2010,Composite,220700,Newfoundland
May 2010,Single_family,221600,Newfoundland
May 2010,One_storey,203500,Newfoundland
May 2010,Two_storey,248600,Newfoundland
May 2010,Townhouse,211300,Newfoundland
May 2010,Apartment,179600,Newfoundland
Jun 2010,Composite,223800,Newfoundland
Jun 2010,Single_family,224700,Newfoundland
Jun 2010,One_storey,206700,Newfoundland
Jun 2010,Two_storey,251800,Newfoundland
Jun 2010,Townhouse,216900,Newfoundland
Jun 2010,Apartment,182000,Newfoundland
Jul 2010,Composite,225500,Newfoundland
Jul 2010,Single_family,226300,Newfoundland
Jul 2010,One_storey,208100,Newfoundland
Jul 2010,Two_storey,253500,Newfoundland
Jul 2010,Townhouse,220100,Newfoundland
Jul 2010,Apartment,187600,Newfoundland
Aug 2010,Composite,226800,Newfoundland
Aug 2010,Single_family,227600,Newfoundland
Aug 2010,One_storey,209000,Newfoundland
Aug 2010,Two_storey,255100,Newfoundland
Aug 2010,Townhouse,222600,Newfoundland
Aug 2010,Apartment,182700,Newfoundland
Sep 2010,Composite,227100,Newfoundland
Sep 2010,Single_family,228000,Newfoundland
Sep 2010,One_storey,207700,Newfoundland
Sep 2010,Two_storey,257300,Newfoundland
Sep 2010,Townhouse,225900,Newfoundland
Sep 2010,Apartment,186800,Newfoundland
Oct 2010,Composite,228800,Newfoundland
Oct 2010,Single_family,229700,Newfoundland
Oct 2010,One_storey,209400,Newfoundland
Oct 2010,Two_storey,259600,Newfoundland
Oct 2010,Townhouse,231200,Newfoundland
Oct 2010,Apartment,185800,Newfoundland
Nov 2010,Composite,228000,Newfoundland
Nov 2010,Single_family,229000,Newfoundland
Nov 2010,One_storey,209700,Newfoundland
Nov 2010,Two_storey,257500,Newfoundland
Nov 2010,Townhouse,235200,Newfoundland
Nov 2010,Apartment,185500,Newfoundland
Dec 2010,Composite,230100,Newfoundland
Dec 2010,Single_family,231000,Newfoundland
Dec 2010,One_storey,210300,Newfoundland
Dec 2010,Two_storey,261200,Newfoundland
Dec 2010,Townhouse,237800,Newfoundland
Dec 2010,Apartment,184100,Newfoundland
Jan 2011,Composite,229300,Newfoundland
Jan 2011,Single_family,230200,Newfoundland
Jan 2011,One_storey,211300,Newfoundland
Jan 2011,Two_storey,258200,Newfoundland
Jan 2011,Townhouse,242400,Newfoundland
Jan 2011,Apartment,179500,Newfoundland
Feb 2011,Composite,228900,Newfoundland
Feb 2011,Single_family,229700,Newfoundland
Feb 2011,One_storey,210800,Newfoundland
Feb 2011,Two_storey,258400,Newfoundland
Feb 2011,Townhouse,240300,Newfoundland
Feb 2011,Apartment,181500,Newfoundland
Mar 2011,Composite,230600,Newfoundland
Mar 2011,Single_family,231500,Newfoundland
Mar 2011,One_storey,213900,Newfoundland
Mar 2011,Two_storey,257400,Newfoundland
Mar 2011,Townhouse,240700,Newfoundland
Mar 2011,Apartment,184000,Newfoundland
Apr 2011,Composite,231900,Newfoundland
Apr 2011,Single_family,232900,Newfoundland
Apr 2011,One_storey,215200,Newfoundland
Apr 2011,Two_storey,259400,Newfoundland
Apr 2011,Townhouse,241000,Newfoundland
Apr 2011,Apartment,182200,Newfoundland
May 2011,Composite,232600,Newfoundland
May 2011,Single_family,233400,Newfoundland
May 2011,One_storey,215700,Newfoundland
May 2011,Two_storey,259900,Newfoundland
May 2011,Townhouse,242500,Newfoundland
May 2011,Apartment,186900,Newfoundland
Jun 2011,Composite,233300,Newfoundland
Jun 2011,Single_family,234200,Newfoundland
Jun 2011,One_storey,214800,Newfoundland
Jun 2011,Two_storey,263900,Newfoundland
Jun 2011,Townhouse,241200,Newfoundland
Jun 2011,Apartment,187900,Newfoundland
Jul 2011,Composite,232900,Newfoundland
Jul 2011,Single_family,233800,Newfoundland
Jul 2011,One_storey,214100,Newfoundland
Jul 2011,Two_storey,263600,Newfoundland
Jul 2011,Townhouse,240800,Newfoundland
Jul 2011,Apartment,187200,Newfoundland
Aug 2011,Composite,235700,Newfoundland
Aug 2011,Single_family,236500,Newfoundland
Aug 2011,One_storey,216700,Newfoundland
Aug 2011,Two_storey,266200,Newfoundland
Aug 2011,Townhouse,244300,Newfoundland
Aug 2011,Apartment,192000,Newfoundland
Sep 2011,Composite,238600,Newfoundland
Sep 2011,Single_family,239200,Newfoundland
Sep 2011,One_storey,218600,Newfoundland
Sep 2011,Two_storey,269400,Newfoundland
Sep 2011,Townhouse,245300,Newfoundland
Sep 2011,Apartment,207700,Newfoundland
Oct 2011,Composite,239700,Newfoundland
Oct 2011,Single_family,240100,Newfoundland
Oct 2011,One_storey,219200,Newfoundland
Oct 2011,Two_storey,271300,Newfoundland
Oct 2011,Townhouse,245700,Newfoundland
Oct 2011,Apartment,218800,Newfoundland
Nov 2011,Composite,243200,Newfoundland
